epoch,step,train_loss
0,1,198.33941650390625
0,3,41.3927001953125
0,5,24.37488555908203
0,7,175.785400390625
0,9,603.0992431640625
0,11,46.980220794677734
0,13,284.5614013671875
0,15,35.31631851196289
1,17,21.50027084350586
1,19,37.39964294433594
1,21,33.14369201660156
1,23,165.06350708007812
1,25,558.5465087890625
1,27,45.78362274169922
1,29,262.5802001953125
1,31,32.976837158203125
2,33,19.620359420776367
2,35,36.20106506347656
2,37,30.511077880859375
2,39,149.25045776367188
2,41,517.2703247070312
2,43,44.716773986816406
2,45,242.3318634033203
2,47,30.813796997070312
3,49,17.91577911376953
3,51,35.08125305175781
3,53,28.095149993896484
3,55,134.84799194335938
3,57,479.22589111328125
3,59,43.71315002441406
3,61,223.69503784179688
3,63,28.81038475036621
4,65,16.372135162353516
4,67,34.034385681152344
4,69,25.877914428710938
4,71,121.73545837402344
4,73,444.1545104980469
4,75,42.76861572265625
4,77,206.53964233398438
4,79,26.954240798950195
5,81,14.975337982177734
5,83,33.05528259277344
5,85,23.84307098388672
5,87,109.80242919921875
5,89,411.8182678222656
5,91,41.8792724609375
5,93,190.7459716796875
5,95,25.233997344970703
6,97,13.712461471557617
6,99,32.13912582397461
6,101,21.975597381591797
6,103,98.94766235351562
6,105,381.9986267089844
6,107,41.04156494140625
6,109,176.2042694091797
6,111,23.639196395874023
7,113,12.571732521057129
7,115,31.28148651123047
7,117,20.261749267578125
7,119,89.07856750488281
7,121,354.494873046875
7,123,40.252098083496094
7,125,162.8135986328125
7,127,22.16018295288086
8,129,11.542339324951172
8,131,30.478256225585938
8,133,18.688932418823242
8,135,80.11026000976562
8,137,329.12225341796875
8,139,39.507816314697266
8,141,150.48121643066406
8,143,20.78810691833496
9,145,10.614381790161133
9,147,29.72563934326172
9,149,17.245492935180664
9,151,71.96490478515625
9,153,305.7111511230469
9,155,38.80580139160156
9,157,139.1220245361328
9,159,19.5147647857666
10,161,9.778851509094238
10,163,29.020130157470703
10,165,15.920839309692383
10,167,64.5713882446289
10,169,284.105712890625
10,171,38.14339828491211
10,173,128.65768432617188
10,175,18.33267593383789
11,177,9.027447700500488
11,179,28.35846519470215
11,181,14.705194473266602
11,183,57.864402770996094
11,185,264.16241455078125
11,187,37.51808547973633
11,189,119.016357421875
11,191,17.2348575592041
12,193,8.352624893188477
12,195,27.737648010253906
12,197,13.589591979980469
